一		一
ものなら	勤まる	ないと
猫にでも		出来ぬ
出来ぬ	猫にでも	事は
事は	出来ぬ	ないと
ないと	ものなら,事は	ないと
それでも		云わせると
主人に		云わせると
云わせると	それでも,主人に	ないそうで
教師ほど		つらい
つらい	教師ほど	ものは
ものは	つらい	ないそうで
ないそうで	云わせると,ものは	鳴らしている
彼は		鳴らしている
友達が		来る
来る	友達が	度に
度に	来る	鳴らしている
何とか		鳴らしている
かんとか		不平を
不平を	かんとか	鳴らしている
鳴らしている	ないそうで,彼は,度に,何とか,不平を	鳴らしている
　吾輩が		住み込んだ
この		家へ
家へ	この	住み込んだ
住み込んだ	　吾輩が,家へ	当時は
当時は	住み込んだ	不人望であった
主人以外の		ものには
ものには	主人以外の	不人望であった
はなはだ		不人望であった
不人望であった	当時は,ものには,はなはだ	不人望であった
どこへ		行っても
行っても	どこへ	跳ね付けられて
跳ね付けられて	行っても	してくれ
相手に		してくれ
してくれ	跳ね付けられて,相手に	なかった
手が		なかった
なかった	してくれ,手が	なかった
いかに		珍重されなかったかは
珍重されなかったかは	いかに	分る
今日に		至るまで
至るまで	今日に	つけてくれないのでも
名前さえ		つけてくれないのでも
つけてくれないのでも	至るまで,名前さえ	分る
分る	珍重されなかったかは,つけてくれないのでも	分る
吾輩は		ないから
仕方が		ないから
ないから	吾輩は,仕方が	つとめた
出来得る		限り
限り	出来得る	入れてくれた
吾輩を		入れてくれた
入れてくれた	限り,吾輩を	主人の
主人の	入れてくれた	傍に
傍に	主人の	いる
いる	傍に	事を
事を	いる	つとめた
つとめた	ないから,事を	つとめた
朝主人が		読む
新聞を		読む
読む	朝主人が,新聞を	ときは
ときは	読む	乗る
必ず		乗る
彼の		膝の
膝の	彼の	上に
上に	膝の	乗る
乗る	ときは,必ず,上に	乗る
彼が		する
昼寝を		する
する	彼が,昼寝を	ときは
ときは	する	乗る
必ず		乗る
その		背中に
背中に	その	乗る
乗る	ときは,必ず,背中に	乗る
これは		やむを得んのである
あながち		好きという
主人が		好きという
好きという	あながち,主人が	訳ではないが
訳ではないが	好きという	なかったから
別に		なかったから
構い手が		なかったから
なかったから	訳ではないが,別に,構い手が	やむを得んのである
やむを得んのである	これは,なかったから	やむを得んのである
その後		した
いろいろ		した
経験の		上
上	経験の	した
朝は		した
飯櫃の		上
上	飯櫃の	した
夜は		した
炬燵の		上
上	炬燵の	した
天気の		よい
よい	天気の	昼は
昼は	よい	した
椽側へ		寝る
寝る	椽側へ	事と
事と	寝る	した
した	その後,いろいろ,上,朝は,上,夜は,上,昼は,事と	した
しかし		事である
一番		好いのは
心持の		好いのは
好いのは	一番,心持の	事である
夜に		入って
入って	夜に	ねる
ここの		うちの
うちの	ここの	小供の
小供の	うちの	寝床へ
寝床へ	小供の	もぐり込んで
もぐり込んで	寝床へ	ねる
いっしょに		ねる
ねる	入って,もぐり込んで,いっしょに	事である
事である	しかし,好いのは,ねる	事である
この		小供というのは
小供というのは	この	寝る
五つと		三つで
三つで	五つと	なると
夜に		なると
なると	三つで,夜に	寝る
二人が		寝る
一つ		寝る
床へ		入って
入って	床へ	寝る
一間へ		寝る
寝る	小供というのは,なると,二人が,一つ,入って,一間へ	寝る
吾輩は		割り込むのであるが
いつでも		見出して
彼等の		中間に
中間に	彼等の	見出して
己れを		見出して
容るべき		余地を
余地を	容るべき	見出して
見出して	いつでも,中間に,己れを,余地を	割り込むのであるが
どうにか		割り込むのであるが
こうにか		割り込むのであるが
割り込むのであるが	吾輩は,見出して,どうにか,こうにか	なる
運悪く		醒ますが
小供の		一人が
一人が	小供の	醒ますが
眼を		醒ますが
醒ますが	運悪く,一人が,眼を	なる
最後大変な		事に
事に	最後大変な	なる
なる	割り込むのであるが,醒ますが,事に	なる
小供は——		泣き出すのである
ことに		小さい
小さい	ことに	方が
方が	小さい	来た
質が		来た
わるい——猫が		来た
来た	方が,質が,わるい——猫が	猫が
猫が	来た	来たと
来たと	猫が	いって
いって	来たと	泣き出すのである
夜中でも		泣き出すのである
何でも		泣き出すのである
大きな		声で
声で	大きな	泣き出すのである
泣き出すのである	小供は——,いって,夜中でも,何でも,声で	泣き出すのである
すると		飛び出してくる
例の		神経胃弱性の
神経胃弱性の	例の	主人は
主人は	神経胃弱性の	飛び出してくる
必ず		さまして
眼を		さまして
さまして	必ず,眼を	飛び出してくる
次の		部屋から
部屋から	次の	飛び出してくる
飛び出してくる	すると,主人は,さまして,部屋から	飛び出してくる
現に		叩かれた
せんだってなどは		叩かれた
物指で		叩かれた
尻ぺたをひどく		叩かれた
叩かれた	現に,せんだってなどは,物指で,尻ぺたをひどく	叩かれた
　		断言せざるを得ないようになった
吾輩は		断言せざるを得ないようになった
人間と		同居して
同居して	人間と	観察すれば
彼等を		観察すれば
観察すれば	同居して,彼等を	する
する	観察すれば	ほど
ほど	する	断言せざるを得ないようになった
彼等は		断言せざるを得ないようになった
我儘な		ものだと
ものだと	我儘な	断言せざるを得ないようになった
断言せざるを得ないようになった	　,吾輩は,ほど,彼等は,ものだと	断言せざるを得ないようになった
ことに		至っては
吾輩が		同衾する
時々		同衾する
同衾する	吾輩が,時々	小供の
小供の	同衾する	ごときに
ごときに	小供の	至っては
至っては	ことに,ごときに	言語同断である
言語同断である	至っては	言語同断である
自分の		時は
勝手な		時は
時は	自分の,勝手な	押し込んだりする
人を		したり
逆さに		したり
したり	人を,逆さに	かぶせたり
頭へ		かぶせたり
袋を		かぶせたり
かぶせたり	したり,頭へ,袋を	抛り出したり
抛り出したり	かぶせたり	押し込んだりする
へっついの		中へ
中へ	へっついの	押し込んだりする
押し込んだりする	時は,抛り出したり,中へ	押し込んだりする
しかも		加える
吾輩の		方で
方で	吾輩の	しようものなら
少しでも		しようものなら
手出しを		しようものなら
しようものなら	方で,少しでも,手出しを	加える
家内総がかりで		追い廻して
追い廻して	家内総がかりで	加える
迫害を		加える
加える	しかも,しようものなら,追い廻して,迫害を	加える
この間も		磨いだら
ちょっと		磨いだら
畳で		磨いだら
爪を		磨いだら
磨いだら	この間も,ちょっと,畳で,爪を	入れない
細君が		怒って
非常に		怒って
怒って	細君が,非常に	入れない
それから		入れない
容易に		入れない
座敷へ		入れない
入れない	磨いだら,怒って,それから,容易に,座敷へ	入れない
台所の		板の間で
板の間で	台所の	顫えていても
他が		顫えていても
顫えていても	板の間で,他が	ものである
一向		平気な
平気な	一向	ものである
ものである	顫えていても,平気な	ものである
吾輩の		尊敬する
尊敬する	吾輩の	筋向の
筋向の	尊敬する	白君などは
白君などは	筋向の	るる
逢う		度毎に
度毎に	逢う	ないと
人間ほど		ないと
不人情な		ものは
ものは	不人情な	ないと
ないと	度毎に,人間ほど,ものは	言って
言って	ないと	るる
おら		るる
るる	白君などは,言って,おら	るる
白君は		産まれたのである
先日玉のような		子猫を
子猫を	先日玉のような	産まれたのである
四疋		産まれたのである
産まれたのである	白君は,子猫を,四疋	産まれたのである
ところが		来たそうだ
そこの		家の
家の	そこの	書生が
書生が	家の	来たそうだ
三日目に		持って
そいつを		持って
裏の		池へ
池へ	裏の	持って
持って	三日目に,そいつを,池へ	来たそうだ
行って		棄てて
四疋ながら		棄てて
棄てて	行って,四疋ながら	来たそうだ
来たそうだ	ところが,書生が,持って,棄てて	来たそうだ
白君は		いわれた
涙を		流して
流して	涙を	話した
その		一部始終を
一部始終を	その	話した
話した	流して,一部始終を	上
上	話した	剿滅せねばならぬと
どうしても		するには
我等猫族が		するには
親子の		愛を
愛を	親子の	するには
完		くして
くして	完	美しい
美しい	くして	家族的生活を
家族的生活を	美しい	するには
するには	どうしても,我等猫族が,愛を,家族的生活を	剿滅せねばならぬと
人間と		戦って
戦って	人間と	剿滅せねばならぬと
これを		剿滅せねばならぬと
剿滅せねばならぬと	上,するには,戦って,これを	いわれた
いわれた	白君は,剿滅せねばならぬと	いわれた
一々		思う
もっともの		議論と
議論と	もっともの	思う
思う	一々,議論と	思う
また		憤慨している
隣りの		三毛君などは
三毛君などは	隣りの	解していないと
人間が		所有権という
所有権という	人間が	事を
事を	所有権という	解していないと
解していないと	三毛君などは,事を	いって
いって	解していないと	憤慨している
大に		憤慨している
憤慨している	また,いって,大に	憤慨している
元来		なっている
我々		同族間では
同族間では	我々	なっている
目刺の		頭でも
頭でも	目刺の	臍でも
鰡の		臍でも
臍でも	頭でも,鰡の	見付けた
一番		先に
先に	一番	見付けた
見付けた	臍でも,先に	ものが
ものが	見付けた	食う
これを		食う
食う	ものが,これを	権利が
権利が	食う	ある
ある	権利が	ものと
ものと	ある	なっている
なっている	元来,同族間では,ものと	なっている
もし		守らなければ
相手が		守らなければ
この		規約を
規約を	この	守らなければ
守らなければ	もし,相手が,規約を	ものだ
腕力に		訴えて
訴えて	腕力に	善い
善い	訴えて	くらいの
くらいの	善い	ものだ
ものだ	守らなければ,くらいの	ものだ
しかるに		ないと
彼等人間は		ないと
毫も		ないと
この		観念が
観念が	この	ないと
ないと	しかるに,彼等人間は,毫も,観念が	見えて
見えて	ないと	見付けた
我等が		見付けた
見付けた	見えて,我等が	御馳走は
御馳走は	見付けた	掠奪せらるるのである
必ず		掠奪せらるるのである
彼等の		ために
ために	彼等の	掠奪せらるるのである
掠奪せらるるのである	御馳走は,必ず,ために	掠奪せらるるのである
彼等は		すましている
その		強力を
強力を	その	頼んで
頼んで	強力を	食い得べき
正当に		食い得べき
吾人が		食い得べき
食い得べき	頼んで,正当に,吾人が	ものを
ものを	食い得べき	奪って
奪って	ものを	すましている
すましている	彼等は,奪って	すましている
白君は		持っている
軍人の		家に
家に	軍人の	おり
おり	家に	持っている
三毛君は		持っている
代言の		主人を
主人を	代言の	持っている
持っている	白君は,おり,三毛君は,主人を	持っている
吾輩は		楽天である
教師の		家に
家に	教師の	住んでいるだけ
住んでいるだけ	家に	楽天である
こんな		事に関すると
事に関すると	こんな	両君よりも
両君よりも	事に関すると	楽天である
むしろ		楽天である
楽天である	吾輩は,住んでいるだけ,両君よりも,むしろ	楽天である
ただ		送られればよい
その日		送られればよい
その		日が
日が	その	送られればよい
どうにか		送られればよい
こうにか		送られればよい
送られればよい	ただ,その日,日が,どうにか,こうにか	送られればよい
いくら		あるまい
人間だって		あるまい
そう		栄える
いつまでも		栄える
栄える	そう,いつまでも	事も
事も	栄える	あるまい
あるまい	いくら,人間だって,事も	あるまい
まあ		待つが
気を		待つが
永く		待つが
猫の		時節を
時節を	猫の	待つが
待つが	まあ,気を,永く,時節を	よかろう
よかろう	待つが	よかろう
　我儘で		思い出したから
思い出したから	　我儘で	失敗した
ちょっと		失敗した
吾輩の		家の
家の	吾輩の	主人が
主人が	家の	失敗した
この		我儘で
我儘で	この	失敗した
失敗した	思い出したから,ちょっと,主人が,我儘で	話を
話を	失敗した	しよう
しよう	話を	しよう
元来		ないが
この		主人は
主人は	この	ないが
何といって		勝れて
人に		勝れて
勝れて	何といって,人に	出来る
出来る	勝れて	事も
事も	出来る	ないが
ないが	元来,主人は,事も	出したがる
何にでも		出したがる
よく		出したがる
手を		出したがる
出したがる	ないが,何にでも,よく,手を	出したがる
俳句を		やって
やって	俳句を	したり
ほととぎすへ		したり
投書を		したり
したり	やって,ほととぎすへ,投書を	出したり
新体詩を		出したり
明星へ		出したり
出したり	したり,新体詩を,明星へ	かいたり
間違い		だらけの
だらけの	間違い	英文を
英文を	だらけの	かいたり
かいたり	出したり,英文を	鳴らしたりするが
時に		よると
よると	時に	鳴らしたりするが
弓に		凝ったり
凝ったり	弓に	習ったりまた
謡を		習ったりまた
習ったりまた	凝ったり,謡を	ある
ある	習ったりまた	ときは
ときは	ある	鳴らしたりするが
